title,url,collection,description,servings,total_time_min,ingredients,method,tags,ratingValue,ratingCount
Chicken enchiladas,https://www.bbc.co.uk/food/recipes/chicken_enchiladas_02595,https://www.bbc.co.uk/food/collections/mexican_chicken_recipes,"You can make the sauce ahead of time for these chicken enchiladas, served with coriander, avocado and soured cream.",Serves 4,90,"1 large onion, finely chopped || 1 tbsp olive oil || 1 garlic clove, crushed || 1 tsp smoked paprika || 1 tsp dried oregano || 1 tsp chilli powder || ½ tsp ground cumin || 500g/1lb 2oz passata || 1 tbsp brown sugar || 1 tbsp cider vinegar || salt and freshly ground black pepper || 2 onions, sliced || I red pepper, deseeded and sliced || 1 yellow pepper, deseeded and sliced || 3 tbsp olive oil || 2 garlic cloves, finely chopped || 1 red chilli, seeds removed, finely chopped || 4 skinless, boneless chicken breasts, cut into thin strips || 400g/14oz red kidney beans, drained and rinsed || 8 flour tortillas || 100g/3½oz cheddar, grated || 4 spring onions, trimmed and sliced || 2 tbsp finely chopped coriander || 1 large avocado, peeled and sliced || 150ml/5fl oz soured cream","Start by making the enchilada sauce. Put the onion into a medium saucepan with the olive oil and cook over a low-medium heat for 7–8 minutes, or until soft and just starting to brown at the edges. || Add the crushed garlic and cook for a further minute. Add the smoked paprika, dried oregano, chilli powder and ground cumin, mix well and cook for a further 30 seconds. || Add the passata, brown sugar and vinegar to the pan, season well with salt and freshly ground black pepper and cook over a low–medium heat for 20 minutes until thickened slightly. Remove from the heat and blend until smooth. || Preheat the oven to 190C/170C/Gas 5. || For the enchilada, heat half of the olive oil in a large frying pan, add the sliced onions and peppers and cook over a medium heat for about 3 minutes, or until just tender and starting to caramelise at the edges. Add the garlic and red chilli and cook for a further 30 seconds. Remove from the pan and set aside. || Heat the remaining oil in the frying pan, add the chicken and cook quickly over a medium heat until cooked through and golden brown. || Return the onion and pepper mixture to the pan, add half of the enchilada sauce, and drained kidney beans, season well and cook for a further minute. || Lay the flour tortillas on the work surface and divide the chicken mixture between them. Roll the flour tortillas around the filling into cigars and arrange neatly and snuggly in an ovenproof dish (roughly 20 x 30cm/8x 12in). Spoon the remaining enchilada sauce over the top and scatter with grated cheese. || Bake for about 20 minutes, or until the filling is piping hot and the cheese bubbling, melted and golden-brown. || To serve, scatter with the spring onions and chopped coriander and serve with sliced avocado and soured cream alongside.",our best family favourites | chicken wrap | comfort food with a twist | easy crowd-pleasers | our best bean | make-ahead dinner party | mexican chicken | spice up humble ingredients | father's day | party food | summer dinner | Enchiladas | chicken breast | egg free | nut free | pregnancy friendly | Main course | Mexican,4.618055555555555,144
Chicken fajita wraps,https://www.bbc.co.uk/food/recipes/chicken_fajitas_92340,https://www.bbc.co.uk/food/collections/mexican_chicken_recipes,"Chicken fajitas are easy to throw together at the end of a busy day, but this recipe is good enough to serve to friends too, thanks to homemade guacamole and a spice mix. Use any leftover cooked chicken, but roasted is best.",Serves 4,60,"½ tsp ground cumin || ½ tsp ground coriander || pinch cayenne pepper || ½ tsp dried thyme || pinch crushed chillies, plus extra to taste || ½ tsp paprika || 1 dried bay leaf, crushed || freshly ground black pepper || 1 large ripe avocado, halved and stoned || ½ lime, juice only || few sprigs fresh coriander, leaves and stalks chopped || 1 small mild chilli, finely chopped (and deseeded, optional) || salt || 2–3 tbsp vegetable oil || 1 brown onion, sliced || 1 red pepper, deseeded and sliced || 2 garlic cloves, crushed || 300g/10½oz leftover roasted chicken (white and brown meat), shredded into bite-sized pieces || salt and freshly ground black pepper || 2 corn on the cobs || 100ml/3½fl oz soured cream || ½ lime, zest only || 4 large tortilla wraps || 100g/3½oz cheddar, grated || 1 lime, cut into quarters","For the spice mix, combine all of the spices and the crushed bay leaf in a bowl, season with pepper and set aside. || For the guacamole, place the avocado flesh in a bowl along with the lime juice. Add the coriander, chilli and a pinch of salt. Roughly mash together using a fork until combined. || For the fajitas, heat the oil in a large non-stick frying pan. Add the onion and pepper and fry for around 6–8 minutes, stirring frequently until softened. Add the garlic, fry for a further minute and then add in the spice mix. Stir for 2 minutes until the spices are aromatic. Add the chicken to the pan. Season with salt and pepper and add extra crushed dried chilies, if desired. Add a splash of water to the pan and cook over a medium heat for 4–5 minutes, stirring, until piping hot. Check seasoning and adjust as desired. || Meanwhile, bring a large saucepan of water to the boil and cook the corn on the cobs for 4–6 minutes until tender. Remove from the pan, drain and, once cool enough to handle, carefully cut each in half to make 4 small cobs. Mix the soured cream with the lime zest in a small bowl. || To serve, heat the tortillas in the microwave (according to packet instructions) or in a hot dry frying pan. Serve the chicken mixture in the wraps with the guacamole, soured cream and grated cheese. Serve the corn on the cobs and lime wedges alongside.",quick | chicken wrap | super-easy meals to cook for your friends | leftover roast | low-cost wraps | leftover chicken | mexican chicken | dinner party | easy family dinners | party food | fajitas | chicken | egg free | nut free | pregnancy friendly | Best Home Cook | Main course | Mexican,5,12
Chicken mole poblano,https://www.bbc.co.uk/food/recipes/chicken_mole_55992,https://www.bbc.co.uk/food/collections/mexican_chicken_recipes,"I have always had a problem with mole poblano, chilli and chocolate sauce, since I first tasted it in Mexico about 15 years ago and find it is often too sweet for my taste. Yet, I’m not unfamiliar with using chocolate in cooking, and a little in a rich red wine sauce works wonders. What I do like about mole poblano is the mixture of two dried chillies, mulato and pasilla, which gives the sauce a dark roasted fruitiness with just a hint of heat.",Serves 4,90,"16 mulato or ancho chillies (about 200g/7oz), cleaned, seeds removed and retained || 4 pasilla chillies, cleaned, seeds removed and retained || 30g/1oz stale baguette or white bread (roughly 1 slice) || 50g/1¾oz sesame seeds || 120g/4½ oz blanched almonds || 1 tbsp coriander seeds || 6 black peppercorns || 5cm/2in cinnamon stick || 4 tbsp corn oil || 1 small ripe plantain or unripe banana, peeled and thickly sliced || 130g/4¾oz raisins or currants || 1 onion, thinly sliced || 1 garlic clove, roughly chopped || pinch ground cloves || 1 tsp oregano || 1 litre/1¾ pints chicken stock || 100g/3½oz dark chocolate (70–85% cocoa solids), roughly chopped || 4–5 skinless chicken breasts || 2 tbsp sesame seeds || salt || handful lettuce leaves || 4 corn tortillas, warmed","Toast the chillies in a frying pan on a high heat for about 20 seconds until fragrant but not burnt. Place them in a bowl and cover with boiling water for 20 minutes. Drain and set aside. || Place the same pan over a medium heat and toast the bread, 1 teaspoon of the reserved chilli seeds, sesame seeds, almonds, coriander seeds, peppercorns and cinnamon until fragrant but not burnt. Set them aside and blend to a powder when cool. || Heat 2 tablespoons of the corn oil in a separate pan and fry the plantain (or banana). Add the raisins (or currants), onions and garlic and fry until soft and sweet. Tip into a food processer with the drained chillies, powdered spices, cloves, oregano and 350ml/12fl oz of the chicken stock. Blend into a smooth sauce. || Pour the sauce into a clean saucepan with the remaining stock and the chocolate. Heat through gently for 15–20 minutes until the chocolate has melted and the sauce resembles a thick dark ‘gravy’. Do not allow it to boil. If the mixture is too thick, add a splash of water. Taste for seasoning and add a little salt if needed. || Coat the chicken breasts with the remaining 2 tablespoons corn oil and season with salt. Place in a frying pan over a medium heat and brown on both sides. Reduce the heat and continue to cook for 10–15 minutes until cooked through and the juices run clear. || Meanwhile, toast the sesame seeds in a dry frying pan until brown. || Slice the chicken breasts diagonally and serve one breast per person, with the sauce spooned over. Sprinkle with toasted sesame seeds.",mexican chicken | savoury chocolate dishes | chilli | chicken breast | lettuce | egg free | pregnancy friendly | Rick Stein's Road To Mexico | Main course | Mexican,4.5,2
Cauliflower ‘popcorn’,https://www.bbc.co.uk/food/recipes/cauliflower_popcorn_12307,https://www.bbc.co.uk/food/collections/movie_night_snacks,"Crisp, garlicky and moreish, these florets of cauliflower dipped in cheesy breadcrumbs make a great snack in front of your favourite movie.

Each serving provides 137 kcal, 8g protein, 18g carbohydrate (of which 4.5g sugars), 3g fat (of which 1.5g saturates), 2g fibre and 0.7g salt.","Serves 6, as a snack",90,"1 cauliflower, trimmed and cut into bite-sized pieces || 1 free-range egg || 2 tbsp milk || 100g/3½oz fresh breadcrumbs || 25g/1oz Parmesan, or alternative vegetarian hard cheese, finely grated || 1 tsp garlic granules or powder || 2 sprigs thyme, leaves only || 1 rounded tsp smoked paprika || ½ tsp dried oregano || salt and freshly ground black pepper","Cook the cauliflower in a pan of salted boiling water for 2 minutes, or until only just tender. || Drain the cauliflower and tip it onto a tray lined with kitchen paper. Leave it to steam dry for 20 minutes. || Meanwhile, preheat the oven to 200C/180C Fan/Gas 4. || In a bowl, whisk together the egg and milk. In another large bowl combine the breadcrumbs, Parmesan, garlic granules, thyme, smoked paprika and dried oregano and season well with salt and pepper. || Tip the cauliflower into the egg and milk mixture and mix well, making sure the egg gets into all the creases and crevices of each cauliflower piece. Tip the cauliflower into the breadcrumbs and toss to coat. || Arrange the cauliflower on a baking tray in a single layer and bake on the middle shelf of the oven for 20 minutes, or until starting to turn crisp and golden-brown. Using a fish slice turn the cauliflower pieces over and cook for a further 10 minutes, or until crisp all over. || Serve while still warm.",200-calorie snacks | all things breaded | boxing day buffet menu | easy cauliflower | halloween party food | healthy recipes for kids | low-calorie snacks | movie night snacks | stale bread | summery snacks | surprising ways with cauliflower | vegetarian party food | birthday party | easy family dinners | party food | student food | canapés | cauliflower | nut free | pregnancy friendly | vegetarian | Starters & nibbles | http://schema.org/VegetarianDiet,4.3,20
Coconut chicken,https://www.bbc.co.uk/food/recipes/coconut_chicken_50197,https://www.bbc.co.uk/food/collections/movie_night_snacks,"These coconut chicken goujons from Eat Well for Less are easy and affordable. It's the perfect finger food for parties or even as an after-school snack.

Each serving provides 429 kcal, 35g protein, 15g carbohydrate (of which 3g sugars), 25g fat (of which 11g saturates), 3g fibre and 0.8g salt.",Serves 2,60,"1 free-range egg || 3 chicken thighs, bone and skin removed, each cut into 4 strips || 20g/¾oz desiccated coconut || 30g/1oz panko breadcrumbs || 1 spring onion, finely sliced || sea salt and freshly ground black pepper || 40g/1½oz smooth peanut butter || 2 tsp sweet chilli sauce || 40ml/1fl½ oz reduced-fat coconut milk","Preheat the oven to 200C/180C Fan/Gas 6. || Beat the egg in a small bowl and season well. Add the chicken strips and mix well to coat. Set aside. || Tip the desiccated coconut and breadcrumbs into a resealable food bag and shake well until combined. || Lift the chicken thighs out of the bowl, leaving behind any excess egg, and add to the breadcrumb bag. Shake the bag around, pressing the crumbs onto the chicken strips, making sure they are totally covered. || Tip out onto a baking tray and bake for 15-20 minutes, or until the chicken is golden brown and cooked through. || Meanwhile, to make the dipping sauce, put all the ingredients, except for the spring onions, into a small saucepan. Heat gently, stirring all the time, until smooth. Pour the sauce into a small bowl and scatter with the spring onions. || Transfer the chicken strips to a serving dish and serve with the dipping sauce.",quick | all things breaded | children's tea party ideas | hot buffet | movie night snacks | peanut butter favourites | easy peanut butter dinner | spring chicken recipes | summery snacks | surprisingly cheap dishes | easy family dinners | party food | picnic | recipes for kids | goujons | chicken thigh | peanut butter | coconut milk | dairy free | pregnancy friendly | Eat Well for Less? | Main course | Thai and South-East Asian | http://schema.org/LowLactoseDiet,4.636363636363637,11
Cookie dough,https://www.bbc.co.uk/food/recipes/cookie_dough_58756,https://www.bbc.co.uk/food/collections/movie_night_snacks,"If you’re a fan of cookie dough ice cream, why not try making your own? This egg-free dough can be eaten raw – read on to discover the secret.",Serves 4–6,40,"85g/3oz plain flour || 100g/3½oz unsalted butter, softened || 75g/2¾oz soft light brown sugar || 50g/1¾oz caster sugar || 1 tsp vanilla bean paste || 75g/2¾oz dark chocolate chips || vanilla ice cream, to serve","Start by heat-treating the flour to kill any bacteria. This can be done in the microwave, in a frying pan or in the oven. If using a microwave, tip the flour onto a plate and microwave on medium–full power for 90 seconds, stirring the flour every 15 seconds. For the frying pan method, tip the flour into a heavy-based frying pan and place over a medium heat, stirring almost constantly for about 4 minutes until the flour is hot. To heat-treat flour in the oven, preheat the oven to 170C/150C Fan/Gas 3½, tip the flour onto a baking tray in an even layer and heat for 5 minutes until the flour is hot, stirring halfway through. The flour must be cooled to room temperature before mixing the cookie dough. || Beat the butter until smooth. Add both sugars and beat for 2–3 minutes until pale and creamy. Add the vanilla and mix well. || Sift the cooled flour over the mixture and mix until smooth, then stir in the chocolate chips. || Chill slightly before serving, or store in the fridge until ready to use, crumbled and stirred through ice cream.",quick | our best cookie | guilty pleasures | ice cream desserts | ice cream for kids | microwave cakes and bakes | movie night snacks | quick chocolate | easy family dinners | party food | recipes for kids | cookies | dark chocolate | egg free | nut free | pregnancy friendly | vegetarian | Desserts | http://schema.org/VegetarianDiet,3.76,25
Curry and lime spiced popcorn,https://www.bbc.co.uk/food/recipes/curry_and_lime-spiced_58305,https://www.bbc.co.uk/food/collections/movie_night_snacks,"Making your own popcorn is easy. You can vary the flavourings to suit your taste. 

Each serving provides 66 kcal, 1.7g protein, 9g carbohydrates (of which 0g sugars), 2.5g fat (of which 0.25g saturates), 1g fibre and 0.02g salt.",Serves 4,40,½ tsp cumin seeds || 2 tsp light olive oil || 45g/1½oz popping corn || 1 tsp mild curry powder || ¼ tsp ground cinnamon || ¼ tsp finely grated lime zest || pinch sea salt,"Place a lidded saucepan over a medium heat. Lightly toast the cumin seeds for 1–2 minutes, then tip into a bowl. || Add the oil and popping corn to the pan and stir well. Cover with the lid and cook for a few minutes, shaking the pan every few seconds, until the corn starts to pop. Keep shaking constantly while popping to avoid burning the corn. || Mix together the toasted cumin seeds, curry powder, cinnamon and lime zest. || Sprinkle the seasoning and a little sea salt over the popcorn and serve immediately.",quick | 200-calorie snacks | healthier lunchbox fillers | healthy snacks | low-calorie | low-calorie snacks | movie night snacks | healthy diet plans | quick snacks | popcorn | curry powder | lime | dairy free | egg free | gluten free | healthy | nut free | pregnancy friendly | vegan | vegetarian | Light meals & snacks | American | http://schema.org/LowLactoseDiet | http://schema.org/GlutenFreeDiet | http://schema.org/LowCalorieDiet | http://schema.org/VeganDiet | http://schema.org/VegetarianDiet,3,4
Easy hummus,https://www.bbc.co.uk/food/recipes/easy_hummus_96922,https://www.bbc.co.uk/food/collections/movie_night_snacks,"No tahini or food processor? No problem! This quick and simple hummus recipe uses peanut butter and a potato masher instead! Serve with warm pitta bread, veggie sticks or tortilla chips for dipping. See also our <a href=""https://www.bbc.co.uk/food/recipes/chickpeas_with_harissa_99809"">easy chickpea stew recipe</a> and <a href=""https://www.bbc.co.uk/food/recipes/homemade_falafels_with_30527"">easy falafel recipe</a> for more ways to shuzsh up that tin!",Serves 2,30,"400g tin chickpeas, drained || 2 tbsp smooth peanut butter or tahini || 1 garlic clove, finely grated or crushed || ½ lemon, juice only || 2 tbsp olive oil || ½ tsp salt || 2 tbsp water || freshly ground black pepper","Put the chickpeas in a saucepan and mash with a potato masher until as smooth as possible. || Add the peanut butter, garlic, lemon juice, salt, oil and water. || Season with pepper and beat well with a wooden spoon.",quick | recipes every student should know | budget lunch | cheap lunch ideas | cooking with tins | dairy-free kids party | easy recipes for students | halloween recipes for kids | healthy student lunches | kids packed lunch ideas | make it easy | match food | movie night snacks | easy peanut butter dinner | picky tea | ultra processed food swaps that won’t cost the earth | store cupboard | store cupboard dips | veggie lunchbox ideas | student food | hummus | chickpea | peanut butter | dairy free | egg free | gluten free | pregnancy friendly | Light meals & snacks | Turkish and Middle Eastern | http://schema.org/LowLactoseDiet | http://schema.org/GlutenFreeDiet,4.5,24
Sausage meatball noodle stir-fry,https://www.bbc.co.uk/food/recipes/asian_meatball_noodle_42513,https://www.bbc.co.uk/food/collections/noodle_bowls,"It only takes minutes to make this delicious twist on the traditional stir-fry, with easy-to-make sausage meatballs. The recipe serves one, but can be doubled.",Serves 1,60,"2 pork sausages || 3 spring onions || 2cm/¾in piece root ginger, grated || handful fresh coriander, leaves picked, stalks chopped || 4 tsp dark soy sauce || 2 small garlic cloves, finely chopped || 2 pinches dried chilli flakes || 1 tsp sesame oil (optional) || 2 tsp vegetable oil || 1 carrot, cut into thin matchsticks || 1 nest dried egg noodles || handful beansprouts","Preheat the oven to 160C/140C Fan/Gas 3. Run a sharp knife down the centre of the sausages and peel off the skins. Break up the sausage meat and put it in a bowl. Finely chop a spring onion and add it to the bowl. Add the ginger, coriander stalks, 1 teaspoon soy sauce, half the garlic and chilli flakes and the sesame oil, if using. Mix well. || Roll the mixture into four large meatballs. Heat a teaspoon of the vegetable oil in a large frying pan or wok and cook the meatballs for 5–10 minutes, turning often, or until browned all over and cooked through. Transfer to a baking tray and place in the oven to keep warm. || Meanwhile, cook the noodles according to the packet instructions (or bring a pan of water to the boil, add the noodles and cook for 3 minutes). Drain and rinse under cold water. || Thinly slice the remaining two spring onions. Heat the remaining vegetable oil in the frying pan and add the remaining garlic and chilli flakes, the sliced spring onions and carrot and stir-fry for 2–3 minutes, or until beginning to soften. Add the noodles, beansprouts and remaining soy sauce and stir-fry for 2 minutes. || Add the meatballs and stir. Sprinkle with the coriander leaves, and more soy sauce if necessary, and serve immediately.",quick | marvellous meatballs | cheap sausage | cheap and easy 20 minute meals | easiest ever recipes for 1-2 | easy stir fries | really easy student meals | noodles for students | noodle bowls | oodles of noodles | quick and cheap dinners | quick pork | quick sausage | really easy stir-fry | recipes for the confident cook for 1-2 | sausage suppers | simple sausage suppers | student stir fry | summery sausages | super speedy recipes for two | student food | stir-fry | pork sausages | noodles | dairy free | Main course | http://schema.org/LowLactoseDiet,4.6923076923076925,13
Beef and shiitake chow mein,https://www.bbc.co.uk/food/recipes/beef_chow_mein_98342,https://www.bbc.co.uk/food/collections/noodle_bowls,"Toss together flash-fried sirloin strips, crunchy veg and ginger with a quick oyster and soy sauce dressing for a delicious chow mein.",Serves 4,60,"400g/14oz sirloin steak, fat removed || 1 tbsp cornflour || generous pinch ground white pepper || 1 tbsp oyster sauce || 125ml/4fl oz sunflower oil or vegetable oil, plus 1 tbsp || 250g/9oz dried egg noodles (4 nests) || 150g/5½oz beansprouts || 3 spring onions, trimmed and shredded lengthways || 100g/3½oz mangetout || 100g/3½oz shiitake mushrooms, sliced || 3 garlic cloves, chopped || 15g/½oz fresh root ginger, peeled and grated or finely chopped || ½ tsp sugar || 1 tbsp oyster sauce || 3 tbsp soy sauce || pinch ground white pepper || 2 spring onions, finely sliced on the diagonal (to serve)","Cut the sirloin steak across into thin slices. Put the slices in a bowl, sprinkle over the cornflour and white pepper, then mix well. Add 2 tablespoons of water, the oyster sauce and 1 tablespoon of the sunflower oil. || In a separate bowl mix the sauce ingredients together with 100ml/3½fl oz water and set aside. || Cook the noodles following the pack instructions and drain well. Heat about 100ml/3½fl oz of the oil in a pan and when hot, add the drained noodles and fry them until crispy. Remove from the pan using tongs and keep warm. || Add the remaining oil to the pan and stir-fry the beef over a high heat until cooked through, 2–3 minutes. Add the vegetables, mushrooms, garlic and ginger and continue to stir-fry for a couple of minutes, then add the sauce and allow it to bubble and thicken. || Divide the noodles between four bowls and pour the steak mixture over them to be mixed with chopsticks by the diner. Serve topped with the sliced spring onions.",quick | beef stir-fry | the best steak | chinese-style dinner party | easy beef | easy chinese | fakeaway | june | noodle bowls | quick beef | quick noodle | speedy fakeaway | autumn | easy family dinners | spring recipes | stir-fry | sirloin | dairy free | healthy | nut free | pregnancy friendly | Rick Stein’s Food Stories | Main course | Chinese | http://schema.org/LowLactoseDiet | http://schema.org/LowCalorieDiet,4.555555555555555,9
Cumin beef biang biang noodles,https://www.bbc.co.uk/food/recipes/biang_biang_noodles_33115,https://www.bbc.co.uk/food/collections/noodle_bowls,Biang biang noodles are traditionally made from scratch – the name 'biang biang' refers to the sound that the noodles make when smacking them on the worktop!,Serves 2,120,"240g/8½oz plain flour || ¼ tsp salt || 3 tbsp vegetable oil || 200g/7oz beef mince (20% fat) || 1 tbsp oyster sauce || ½ tbsp light soy sauce || ½ tbsp Shaoxing rice wine || 1 tsp ground cumin || 1 tsp cornflour || pinch ground white pepper || 3 tsp vegetable oil || ½ red onion, sliced || 1 garlic clove, finely chopped || 2.5cm/1in ginger, finely chopped || 1 baby bok choi, quartered || 1 spring onion, chopped || 2 garlic cloves, finely chopped || chilli powder, to taste || ½ tsp Sichuan peppercorn powder || 2 tsp ground cumin || large pinch salt || 4 tbsp vegetable oil || 2 tbsp light soy sauce || ½ tbsp Chinese black vinegar || 1 tbsp chilli oil || 2 tsp toasted sesame seeds || handful fresh coriander, finely chopped","To make the noodle dough, put the plain flour and salt in a mixing bowl. Gradually add 135ml4½fl oz of room temperature water, combing the mixture with your hands or with chopsticks. Make sure to gradually add the water and mix until a shaggy dough forms. || Once the dough has formed into a ball, knead the dough for 5 minutes. Put it back into the bowl, cover and let it rest for 15 minutes, then continue to knead for another 10 minutes, or until the surface of the dough is smooth and elastic. || Roll out the dough and portion out 6 pieces into log shapes. Roll the dough pieces in vegetable oil, place them on a plate and cover with cling film. Leave to rest for an hour. || For the beef, combine the beef mince with the oyster sauce, soy sauce, rice wine, ground cumin, cornflour and white pepper in a bowl, breaking up any larger pieces of mince, mix together and leave to marinate for at least 20 minutes. || In a pan over medium high heat, add 2 tablespoons of the vegetable oil, then add the sliced red onions and stir fry for 2-3 minutes, or until softened. Add the garlic and ginger and fry until fragrant, then add the remaining vegetable oil before adding the marinated beef. Stir fry the beef for 3-5 minutes until cooked. Set aside. || To ‘biang’ the noodles, take one dough piece, flatten it with your hand or rolling pin. Using the back of a knife or chopstick, make a horizontal indent along the centre of the dough. Take both sides of the dough and gently pull, then smack against the counter a few times while gently pulling. || With a few slaps, the dough should be around 60cm/24in long. Pull the noodles apart lengthwise from the indent you made to make thinner noodles - see video for technique. || Boil a pan of water and cook all the noodle pieces in the water for around a minute (longer if the noodles are thicker than usual). The noodles are ready when they float. Add the bok choi to the pan 30 seconds before the end of the noodle cooking time. Drain the noodles and bok choi. || In a small saucepan, on medium-high heat add the vegetable oil and heat for 2-3 minutes. To see if the oil is hot enough, insert a wooden skewer or chopstick into the oil. If the oil starts steadily bubbling around the chopsticks, it is hot enough. || Put the noodles, bok choi and cooked beef in heatproof serving bowls. Divide the chopped spring onion, garlic, chilli powder, Sichuan peppercorn powder, cumin, coriander and salt between the bowls. || Pour the hot oil over these toppings. || Divide the light soy sauce, black vinegar, and crispy chilli oil between the bowls, followed by the toasted sesame seeds. Toss, mix the noodles and enjoy!",noodle bowls | oodles of noodles | lunar new year | stir-fry | beef mince | dairy free | egg free | Main course | Chinese | http://schema.org/LowLactoseDiet,5,3
Chicken noodle salad,https://www.bbc.co.uk/food/recipes/chicken_noodle_salad_67466,https://www.bbc.co.uk/food/collections/noodle_bowls,"This healthy noodle salad is packed with vegetables and flavoured with a spicy, low-fat soy dressing. It's also great as a high protein, meal-prepped lunch.

Each serving provides 404 kcal, 30g protein, 45g carbohydrates (of which 16.5g sugars), 10g fat (of which 2g saturates), 7g fibre and 2g salt.",Serves 2,40,"70g/2½oz medium egg noodles || 50g/1¾oz frozen soya beans or frozen peas || 1 carrot, peeled || ½ small red pepper, seeds removed, sliced || 75g/2¾oz mangetout, trimmed and halved lengthways || 1 cooked boneless, skinless chicken breast (about 125g/4½oz) || 4 spring onions, trimmed and finely sliced || 1 long red chilli, finely sliced (deseeded if preferred) || 15g/½oz fresh coriander leaves || 10g/⅓oz fresh mint leaves || 15g/½oz roasted cashew nuts, roughly chopped || 3 tbsp water || 3 tsp caster sugar || ½–1 tsp dried chilli flakes, to taste || 4 tsp dark soy sauce || 1 tsp toasted sesame oil","To make the dressing, place the water, sugar and chilli flakes in a small saucepan over a low heat and warm gently until the sugar is dissolved. Bring to the boil and cook for 30 seconds, stirring. Take off the heat and stir in the soy sauce and sesame oil. Leave to cool. || Half-fill a saucepan with water and bring to the boil. Add the noodles and cook for 3–4 minutes, or according to the packet instructions, until tender. Stir occasionally to separate the strands. Add the soya beans or peas to the noodles, stir well and then immediately drain in a colander. Rinse the noodles and beans under cold running water until the mixture is completely cool. Tip into a large mixing bowl. || Carefully peel the carrot into long, wide ribbons or cut into long, thin matchsticks. Add the carrot, pepper and mangetout to the noodle salad. Cut the chicken into thin slices and place in the bowl. || Pour the dressing into the bowl and toss so everything is well mixed. Add the spring onions, red chilli, fresh herbs and nuts to the bowl and toss lightly before serving.",quick | 10 minute meals | 15 minute healthy meals | 30 minute dinners | 400-calorie lunches | 500-calorie lunches | chicken salad | classic salad | easy healthy meals | easy summer chicken | eat the rainbow | filling salads | healthy and filling | healthy chicken | healthy dinner | healthy lunches for work | healthy lunches | high protein salad | high protein lunch | lean meats | low-calorie | make-ahead salads | prep-ahead meals | meal prep | new ways to 5-a-day | noodles for students | noodle bowls | oodles of noodles | quick chicken | quick and healthy | quick low-calorie dinners | quick noodle | quick salad | simple salads | speedy low-calorie suppers | spring chicken recipes | summer chicken dinners | treat yourself right | healthy diet plans | summer dinner | stir-fry | noodles | chicken breast | dairy free | healthy | pregnancy friendly | Main course | http://schema.org/LowLactoseDiet | http://schema.org/LowCalorieDiet,4.625,24
Slow cooker chicken pho,https://www.bbc.co.uk/food/recipes/chicken_pho_97726,https://www.bbc.co.uk/food/collections/noodle_bowls,"This slow cooker chicken noodle soup recipe makes a richly flavoured stock for its base you could use in other recipes, too.

Equipment and preparation: For this recipe, you will neeed a medium-sized electric slow-cooker.

This meal provides 447 kcal, 58g protein, 43g carbohydrate (of which 3.5g sugars), 3g fat (of which 0.7g saturates), 1g fibre and 4g salt per portion.",Serves 4,150,"1 onion, peeled, finely chopped || 4 garlic cloves, halved || 20g/¾oz fresh root ginger, peeled, thinly sliced || 2 long fresh red chillies, sliced (or 1 tsp dried chilli flakes) || 1 tsp Chinese five-spice powder || 4 tbsp dark soy sauce, plus extra to serve || 1kg-1.2kg/2lb 4oz-2lb 10oz whole chicken || 1 tbsp Thai fish sauce (nam pla) || 200g/7oz dried flat rice noodles || 6 spring onions, trimmed and thinly sliced || 100g/3½oz beansprouts, rinsed and drained || 25g/1oz fresh coriander sprigs || 1 long red chilli, thinly sliced || 1 lime, cut into wedges","Place the vegetables in the slow-cooker. Stir in the five-spice powder, 1 litre/1¾ pints water and soy sauce until well combined. || Cut any string from the chicken, remove the skin by pushing your fingers between the breast meat and the skin and easing off the skin. Do the same with the legs, snipping off any skin around the wings or leg tips with scissors. || Place the chicken, breast-side up, in the slow-cooker, pushing it down among the vegetables. Season all over with salt and pepper. || Cover and cook on high for 4½ hours, or until the chicken is completely cooked through and very tender. || Drain the contents of the slow-cooker into a large bowl. Place the chicken on a chopping board and strip the meat from the carcass, thickly slice. Cover with foil. || Skim off the fat from the stock collected in the bowl using a large metal spoon. Pour the stock into a clean saucepan, stir in the fish sauce and place on a gentle simmer. || Half-fill a separate saucepan with water and bring to the boil. Add the noodles and cook until just tender, stirring regularly to separate them. Drain well. || Divide the noodles equally among 4 deep serving bowls. Top each with chicken, spring onions, beansprouts and coriander. Ladle over the hot stock and season with soy. Garnish with the remaining sliced chilli and lime wedges.",500-calorie dinners | chicken noodle soup | healthy dinner | healthier fast food | healthy slow cooker | healthy winter food | hearty soup | round the world on a plate | noodle bowls | rainy day food | recipes for cosy season | slow-cooked spicy food | slow cooker chicken | slow cooker fakeaways | slow cooker feasts | slow cooker | slow cooker soups | spicy soup | spring chicken recipes | summer slow cooker | slow-cooker meals for four | vietnamese-inspired recipes | summery soup | autumn | bonfire night | dinner party | winter | noodle soup | chicken | rice noodles | dairy free | egg free | healthy | nut free | pregnancy friendly | Main course | Thai and South-East Asian | http://schema.org/LowLactoseDiet | http://schema.org/LowCalorieDiet,4.38,50
